Video,Index,AntennaLx,AntennaLr,AntennaLl,AntennaRx,AntennaRy,AntennaRl,Headx,Heady,Headl,Bodyx,Bodyy,Bodyl,Tailx,Taily,Taill,Sector
2021_1.3_h,7397,180.96,47.52,1,235.2,98.4,1,172.32,111.36,1,156.96,123.36,1,118.56,160.32,1,3
2021_1.3_h,7643,175.2,49.92,1,231.36,92.16,1,168.48,113.28,1,156.48,126.72,1,126.24,161.76,1,2
2021_1.3_h,8125,72.48,76.32,1,132.96,44.16,0,129.12,102.72,1,138.24,125.28,1,158.4,175.2,0,1
2021_1.3_h,8209,45.6,126.72,1,79.68,67.2,1,111.36,121.44,1,128.64,132.96,1,169.92,165.12,1,0
2021_1.3_h,8992,176.64,49.92,1,230.88,91.2,1,170.88,113.76,1,158.4,127.68,1,119.52,161.28,1,3
2021_1.3_h,9079,128.64,48,0,193.92,59.04,1,150.24,98.88,0,148.8,123.84,1,137.28,177.6,0,2
2021_1.3_h,12337,52.32,146.4,1,79.68,71.04,1,113.76,127.68,1,132.96,135.84,1,178.08,160.32,1,0
2021_1.3_h,12498,238.56,121.92,1,222.72,195.36,0,179.04,147.84,1,158.88,139.68,1,109.44,128.64,1,4
2021_1.3_h,12822,66.24,88.32,1,128.16,44.16,0,126.24,107.04,1,135.84,126.24,1,161.76,169.44,1,1
2021_1.3_h,13117,57.12,96,1,113.28,51.84,1,116.64,110.4,1,132,130.08,1,157.92,168,1,1
2021_1.3_h,13136,51.84,112.32,1,95.52,57.6,1,116.16,115.68,1,130.56,129.6,1,172.8,164.64,0,0
2021_1.3_h,16296,230.4,92.16,1,238.08,167.04,0,180.48,136.32,1,165.12,136.32,1,108,143.04,1,3
2021_1.3_h,16719,191.04,58.08,1,243.36,110.88,1,178.56,121.92,1,159.36,131.52,1,112.8,164.64,0,3
2021_1.3_h,17352,207.84,65.28,1,243.36,120.48,1,169.44,122.4,0,155.52,135.36,0,120.48,159.36,0,3
2021_1.3_h,17885,213.12,210.24,0,146.88,224.16,0,159.84,172.32,1,154.56,151.2,1,139.68,99.84,0,5
2021_1.3_h,18029,187.2,49.92,1,237.12,102.24,1,170.88,116.16,1,155.52,126.72,1,119.04,157.44,1,3
2021_1.3_h,18366,188.64,50.88,1,235.68,97.44,1,173.76,115.68,1,156.96,126.72,1,114.72,158.4,1,3
2021_1.3_h,18643,181.44,49.44,1,230.88,86.88,1,170.88,110.88,1,156.48,124.32,1,123.36,168.48,1,2
2021_1.3_h,18678,154.08,49.44,0,221.28,71.52,1,167.52,108.96,1,152.16,127.2,1,124.32,175.68,0,2
2021_1.3_h,19083,153.12,235.68,0,74.4,209.76,1,130.08,174.24,1,140.16,152.64,1,162.24,102.24,0,6
2021_1.3_h,19856,191.52,54.24,1,232.32,93.12,1,175.2,113.28,1,155.52,126.72,1,112.8,162.72,1,3
2021_1.3_h,19873,199.2,58.56,1,236.64,102.24,1,175.68,114.72,1,157.44,124.32,1,114.72,159.84,1,3
2021_1.3_h,20063,93.6,215.52,0,47.52,169.44,1,113.76,161.76,1,134.88,149.28,1,179.04,127.68,0,7
2021_1.3_h,20327,140.64,47.52,0,204.48,64.32,1,156.48,107.52,1,144.96,125.76,1,126.24,168.96,1,2
2021_1.3_h,20638,216,71.04,1,243.84,119.52,1,177.6,124.8,1,160.32,131.52,1,108,161.28,0,3
2021_1.3_h,20687,156.48,53.28,0,222.24,78.24,1,162.72,107.04,1,152.16,124.32,1,123.36,160.32,1,2
2021_1.3_h,20837,214.56,68.64,1,242.88,121.92,1,181.44,118.56,1,160.32,128.16,1,113.28,151.68,1,3
2021_1.3_h,22207,181.92,47.52,1,229.92,85.92,1,170.88,110.4,1,157.44,125.28,1,123.36,161.76,1,2
2021_1.3_h,22410,72.96,75.36,1,121.92,46.08,1,127.2,108.48,1,134.88,126.72,1,159.84,173.76,1,1
2021_1.4,174,225.566666666667,107.2,1,209.04,188.94,1,166.16,140.7,1,142.486666666667,133.553333333333,1,88.8866666666667,126.853333333333,1,4
2021_1.4,410,229.586666666667,157.673333333333,1,175.986666666667,217.08,0,162.14,158.566666666667,1,140.7,138.913333333333,1,102.286666666667,111.22,1,4
2021_1.4,503,224.226666666667,91.5666666666667,1,223.333333333333,172.413333333333,1,172.413333333333,134.893333333333,1,149.633333333333,134,1,82.1866666666667,136.233333333333,1,3
2021_1.4,566,228.693333333333,150.973333333333,1,180.453333333333,214.846666666667,0,157.673333333333,151.42,1,143.38,142.04,1,98.7133333333333,118.366666666667,1,4
2021_1.4,1027,183.133333333333,48.24,1,226.46,111.22,1,161.693333333333,108.54,1,143.826666666667,126.406666666667,1,102.733333333333,160.353333333333,1,3
2021_1.4,1029,178.22,46.0066666666667,1,231.373333333333,102.733333333333,1,165.713333333333,108.093333333333,1,147.846666666667,122.386666666667,1,94.2466666666667,171.073333333333,1,3
2021_1.4,1037,199.213333333333,59.4066666666667,1,230.48,129.533333333333,1,163.033333333333,117.473333333333,1,143.826666666667,125.513333333333,1,97.82,154.993333333333,0,3
2021_1.4,1076,224.673333333333,109.88,1,210.38,187.153333333333,1,165.713333333333,139.36,1,143.38,135.34,1,75.04,130.426666666667,1,4
2021_1.4,1282,85.76,46.4533333333333,1,166.606666666667,38.4133333333333,1,132.213333333333,95.5866666666667,0,134.446666666667,119.706666666667,1,142.04,161.246666666667,0,1
2021_1.4,1314,132.213333333333,42.88,0,202.786666666667,60.7466666666667,1,149.186666666667,94.2466666666667,1,138.913333333333,118.366666666667,1,121.493333333333,169.286666666667,0,2
2021_1.4,1426,211.72,78.6133333333333,1,228.246666666667,155.44,1,165.713333333333,127.3,1,143.826666666667,129.086666666667,1,94.6933333333333,147.846666666667,1,3
2021_1.4,1739,39.3066666666667,95.5866666666667,1,91.12,40.2,1,107.2,103.626666666667,1,123.28,116.133333333333,1,163.48,146.953333333333,1,0
2021_1.4,1756,60.7466666666667,67,1,123.726666666667,38.4133333333333,0,118.366666666667,93.8,1,129.086666666667,115.24,1,155.44,159.013333333333,0,1
2021_1.4,1785,50.0266666666667,90.2266666666667,1,117.92,47.3466666666667,0,111.22,102.286666666667,1,127.746666666667,121.94,1,155.886666666667,160.8,1,1
2021_1.4,2229,201.446666666667,58.0666666666667,1,232.266666666667,130.873333333333,1,166.16,117.026666666667,1,146.06,125.513333333333,1,103.626666666667,150.973333333333,0,3
2021_1.4,2297,179.56,49.1333333333333,1,227.353333333333,107.2,1,161.246666666667,109.433333333333,1,146.06,123.726666666667,1,104.073333333333,161.246666666667,1,3
2021_1.4,2818,183.58,51.8133333333333,1,227.8,112.113333333333,1,162.586666666667,112.56,1,142.486666666667,126.406666666667,1,98.7133333333333,163.926666666667,1,3
2021_1.4,3229,64.32,66.5533333333333,1,126.406666666667,38.4133333333333,0,118.813333333333,98.2666666666667,1,131.32,120.6,1,148.293333333333,171.52,1,1
2021_1.4,3322,181.793333333333,50.0266666666667,1,228.693333333333,113.9,1,163.033333333333,115.24,1,143.38,126.853333333333,1,100.053333333333,166.16,1,3
2021_1.4,3556,100.5,41.9866666666667,1,176.88,44.6666666666667,1,135.786666666667,95.14,0,134.446666666667,119.26,1,130.426666666667,176.88,1,2
2021_1.4,4975,208.593333333333,67.4466666666667,1,232.713333333333,139.806666666667,1,165.266666666667,120.153333333333,1,144.72,128.64,1,83.08,150.973333333333,1,3
2021_1.4,5205,171.52,42.4333333333333,1,225.12,93.3533333333333,1,162.586666666667,102.733333333333,1,142.486666666667,120.6,1,110.773333333333,161.693333333333,0,2
2021_1.4,5595,126.406666666667,40.6466666666667,0,196.086666666667,56.28,1,143.38,94.2466666666667,1,138.02,120.6,1,126.853333333333,171.073333333333,1,2
2021_1.4,6656,86.6533333333333,44.22,1,161.246666666667,34.84,1,132.66,95.5866666666667,0,133.553333333333,118.813333333333,1,136.68,182.686666666667,1,1
2021_1.4,6679,94.2466666666667,44.22,1,168.84,37.9666666666667,1,135.34,96.48,0,135.786666666667,120.6,1,139.36,179.113333333333,1,1
2021_1.4,6745,133.553333333333,39.7533333333333,0,203.233333333333,58.96,1,150.973333333333,91.5666666666667,1,141.146666666667,117.473333333333,1,122.386666666667,175.093333333333,0,2
2021_1.4,8069,58.96,64.32,1,126.853333333333,36.6266666666667,0,114.793333333333,93.3533333333333,1,126.406666666667,117.92,1,157.673333333333,159.906666666667,0,1
2021_1.4,8236,87.9933333333333,43.7733333333333,1,162.586666666667,36.6266666666667,1,132.66,96.9266666666667,0,134,118.366666666667,1,146.06,175.54,1,1
2021_1.4,8476,158.12,39.7533333333333,1,221.1,81.2933333333333,1,157.226666666667,103.626666666667,1,143.826666666667,120.6,1,111.22,175.54,0,2
2021_1.4,8718,193.406666666667,57.1733333333333,1,230.48,123.28,1,163.033333333333,116.133333333333,1,142.486666666667,125.513333333333,1,98.2666666666667,159.906666666667,1,3
2021_1.4,8786,192.96,56.28,1,230.926666666667,119.706666666667,1,161.693333333333,117.026666666667,1,146.06,128.193333333333,1,99.6066666666667,161.693333333333,1,3
2021_1.4,8794,216.186666666667,79.5066666666667,1,228.693333333333,152.76,1,169.733333333333,128.193333333333,1,147.4,130.873333333333,1,79.9533333333333,148.293333333333,1,3
2021_1.4,9823,94.6933333333333,47.3466666666667,1,171.073333333333,42.4333333333333,1,134.446666666667,99.16,0,137.126666666667,120.153333333333,1,138.913333333333,176.88,1,1
2021_1.4,9938,143.38,41.54,0,213.953333333333,72.36,1,154.546666666667,100.053333333333,1,142.486666666667,121.493333333333,1,106.753333333333,174.2,1,2
2021_1.4,10177,213.06,73.7,1,230.033333333333,145.166666666667,1,166.606666666667,124.62,1,146.953333333333,127.3,1,92.9066666666667,149.186666666667,1,3
2021_1.4,10355,184.026666666667,45.1133333333333,1,230.926666666667,105.86,1,163.926666666667,106.753333333333,1,144.72,123.726666666667,1,101.84,163.033333333333,1,3
2021_1.4,10536,201.446666666667,63.4266666666667,1,234.053333333333,128.193333333333,1,168.393333333333,118.366666666667,1,148.74,126.406666666667,1,101.393333333333,150.08,0,3
2021_1.4,11265,187.153333333333,50.4733333333333,1,226.906666666667,112.56,1,163.48,111.666666666667,1,142.933333333333,122.833333333333,1,92.46,160.353333333333,1,3
2021_1.4,11304,168.84,45.1133333333333,1,222.886666666667,96.9266666666667,1,161.246666666667,108.986666666667,1,140.7,125.96,1,98.7133333333333,167.5,1,3
2021_1.4,11345,135.34,37.9666666666667,0,210.38,69.68,1,150.526666666667,100.053333333333,1,139.36,122.386666666667,1,108.54,173.753333333333,1,2
2021_1.4,11439,89.78,48.6866666666667,1,162.586666666667,38.4133333333333,1,132.213333333333,98.7133333333333,0,134.446666666667,118.813333333333,1,139.36,180.453333333333,1,1
2021_1.4,13181,209.486666666667,75.04,1,231.82,145.166666666667,1,167.5,125.96,1,142.933333333333,129.98,1,89.78,146.953333333333,0,3
2021_1.4,13945,184.473333333333,53.6,1,228.246666666667,105.413333333333,1,165.266666666667,110.326666666667,1,142.933333333333,124.62,1,104.073333333333,155.44,0,3
2021_1.4,14089,205.02,69.2333333333333,1,229.14,138.913333333333,1,164.373333333333,121.046666666667,1,142.486666666667,129.086666666667,1,87.5466666666667,154.993333333333,1,3
2021_1.4,14236,197.873333333333,59.8533333333333,1,231.373333333333,123.28,1,164.373333333333,118.813333333333,1,143.826666666667,127.746666666667,1,84.42,158.566666666667,1,3
2021_1.4,14319,89.3333333333333,49.1333333333333,1,159.906666666667,39.7533333333333,1,130.873333333333,96.48,0,134,118.366666666667,1,144.273333333333,177.773333333333,1,1
2021_2.2,797,143.52,243.36,0,75.4,213.72,0,136.76,178.88,1,149.24,156.52,1,180.96,110.24,0,6
2021_2.2,1588,173.68,243.36,0,117,239.2,0,152.36,185.64,1,154.44,166.4,1,160.16,100.36,0,6
2021_2.2,1681,136.24,236.6,0,93.08,210.6,0,135.72,184.6,1,145.6,163.28,1,172.12,110.76,0,6
